case_id,scenario,expected_role,trial,parameter_name,parameter_value,parameter_value_float_hex,forward_path_id,probe_count,all_finite,maximum_signal_relative_defect,maximum_side_weighted_gamma_score,maximum_contraction_envelope_ratio,minimum_signal,maximum_condition_proxy,traditional_signal_gate,maximum_fd_relative_error,maximum_structure_relative_error,actual_forward_branch_changed,diagnostic_state_changed,ideal_reference_jvp_relative_error,ideal_reference_vjp_relative_error,ideal_reference_is_gate
trial-00__separate_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,separate,16,True,4.600374704424858e-06,7168.722360212884,11143.646810466284,4.332095273325433e-12,2308.5539161435163,False,0.0014806084498221286,0.0,False,False,1.853124140748399e-07,1.587417592617958e-08,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,1,True,5.7095379009023264e-08,45.33876925185355,70.74406843515533,4.332088153153875e-10,2308.5577098251756,False,9.134882591097879e-06,0.0,False,False,8.510174191320361e-10,1.5883600853919154e-10,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,2,True,5.7095379009023264e-08,45.33876925185355,70.74406843515533,4.332088153153875e-10,2308.5577098251756,False,9.134882591097879e-06,0.0,False,False,1.1479842327164597e-09,1.5883600853919154e-10,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,4,True,5.7095379009023264e-08,45.33876925185355,70.74406843515533,4.332088153153875e-10,2308.5577098251756,False,9.134882591097879e-06,0.0,False,False,1.4562554548387668e-09,1.5883600853919154e-10,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,8,True,5.7095379009023264e-08,45.33876925185355,70.74406843515533,4.332088153153875e-10,2308.5577098251756,False,1.3762063254444481e-05,0.0,False,False,1.4562554548387668e-09,1.5883600853919154e-10,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,16,True,5.7095379009023264e-08,107.79736519244081,169.76399124693089,4.332088153153875e-10,2308.5577098251756,False,1.5817344549595602e-05,0.0,False,False,2.5357631158069605e-09,1.5883600853919154e-10,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,1,True,2.7953478598068805e-10,0.22197527282183074,0.3463577452712369,4.332087870466834e-08,2308.5578604746415,False,8.092541988549853e-08,0.0,False,False,1.1511117586243406e-11,1.6172050931651733e-12,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,2,True,2.7953478598068805e-10,0.6511410847700666,1.029370411416942,4.332087870466834e-08,2308.5578604746415,False,1.0922069668906364e-07,0.0,False,False,1.60450831795664e-11,1.6172050931651733e-12,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,4,True,2.7953478598068805e-10,0.6511410847700666,1.029370411416942,4.332087870466834e-08,2308.5578604746415,False,1.0922069668906364e-07,0.0,False,False,1.60450831795664e-11,1.6172050931651733e-12,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,8,True,2.7953478598068805e-10,0.6511410847700666,1.029370411416942,4.332087870466834e-08,2308.5578604746415,False,1.333529158299694e-07,0.0,False,False,1.60450831795664e-11,1.6172050931651733e-12,False
trial-00__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,16,True,2.7953478598068805e-10,0.6511410847700666,1.029370411416942,4.332087870466834e-08,2308.5578604746415,False,1.6541712986558646e-07,0.0,False,False,3.158953407813071e-11,1.6172050931651733e-12,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,1,True,3.0207733959747037e-14,2.398760484021623e-05,3.7428910983177126e-05,4.332087869274888e-12,2308.5578611098367,True,3.393922463353407e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,2,True,3.0207733959747037e-14,2.398760484021623e-05,3.745367092302591e-05,4.332087869274888e-12,2308.5578611098367,True,5.35003724188127e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,4,True,3.0207733959747037e-14,3.316816605578788e-05,5.202793872895935e-05,4.332087869274888e-12,2308.5578611098367,True,6.9924813896363374e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,8,True,3.0207733959747037e-14,4.146066308950557e-05,6.44498367934207e-05,4.332087869274888e-12,2308.5578611098367,True,6.9924813896363374e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,16,True,3.0207733959747037e-14,4.501538128182867e-05,7.059081657681281e-05,4.332087869274888e-12,2308.5578611098367,True,1.0197788559480295e-11,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,1,True,1.551409546574675e-15,1.2319560016703645e-06,1.922274934444653e-06,4.332087869274853e-10,2308.5578611098554,True,2.274480966577062e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,2,True,1.551409546574675e-15,1.2130194636636197e-05,1.9176279512589266e-05,4.332087869274853e-10,2308.5578611098554,True,4.0344557730321185e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,4,True,2.7075218312968336e-15,2.7292662354476885e-05,4.281156101125797e-05,4.332087869274853e-10,2308.5578611098554,True,4.0344557730321185e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,8,True,2.833972445993276e-14,4.4161529142193366e-05,6.864828330453495e-05,4.332087869274853e-10,2308.5578611098554,True,6.0817893677892046e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,16,True,2.833972445993276e-14,4.4161529142193366e-05,6.864828330453495e-05,4.332087869274853e-10,2308.5578611098554,True,7.826479628913563e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,1,True,3.1925621684588194e-14,2.5351759197450446e-05,3.955746080481796e-05,4.332087869274963e-08,2308.557861109797,True,6.211759806615894e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,2,True,3.1925621684588194e-14,2.717163598606507e-05,4.2954866108199966e-05,4.332087869274963e-08,2308.557861109797,True,7.103484784857359e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,4,True,3.1925621684588194e-14,2.717163598606507e-05,4.2954866108199966e-05,4.332087869274963e-08,2308.557861109797,True,7.103484784857359e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,8,True,3.1925621684588194e-14,2.717163598606507e-05,4.2954866108199966e-05,4.332087869274963e-08,2308.557861109797,True,7.103484784857359e-12,0.0,False,False,0.0,0.0,False
trial-00__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,0,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,16,True,3.1925621684588194e-14,4.658043264306736e-05,7.383934764119587e-05,4.332087869274963e-08,2308.557861109797,True,1.0157782149898662e-11,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,1,True,8.38756716044547e-11,1.8332081246242191,2.8868466190232858,0.011955504713876663,83.87594697159055,True,4.99721540179751e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,2,True,8.38756716044547e-11,1.8332081246242191,2.8868466190232858,0.011955504713876663,83.87594697159055,True,6.033403979244599e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,4,True,8.38756716044547e-11,1.8332081246242191,2.8868466190232858,0.011955504713876663,83.87594697159055,True,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,8,True,8.38756716044547e-11,1.8332081246242191,2.8868466190232858,0.00304612479433794,329.1983576193794,True,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,16,True,8.38756716044547e-11,1.8332081246242191,2.8868466190232858,0.002431188549196354,412.4646275301006,True,1.0506933675257732e-11,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,1,True,8.387594438926913e-09,183.32140866810357,288.68560077850873,0.011955504713876663,83.87594697149153,False,4.99721540179751e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,2,True,8.387594438926913e-09,183.32140866810357,288.68560077850873,0.011955504713876663,83.87594697149153,False,6.033403979244599e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,4,True,8.387594438926913e-09,183.32140866810357,288.68560077850873,0.011955504713876663,83.87594697149153,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,8,True,8.387594438926913e-09,183.32140866810357,288.68560077850873,0.003046124794610831,329.19835758949904,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,16,True,8.387594438926913e-09,183.32140866810357,288.68560077850873,0.0024311885495040975,412.46462747740327,False,1.0506933675257732e-11,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.5798ee2308c3ap-27,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,base,1,True,8.387594704456812e-07,18332.141449322906,28868.561001083704,0.011955504713876663,83.87594696159155,False,4.99721540179751e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.5798ee2308c3ap-27,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,base,2,True,8.387594704456812e-07,18332.141449322906,28868.561001083704,0.011955504713876663,83.87594696159155,False,6.033403979244599e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.5798ee2308c3ap-27,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,base,4,True,8.387594704456812e-07,18332.141449322906,28868.561001083704,0.011955504713876663,83.87594696159155,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.5798ee2308c3ap-27,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,base,8,True,8.387594704456812e-07,18332.141449322906,28868.561001083704,0.0030461248218979493,329.19835460169185,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.5798ee2308c3ap-27,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,base,16,True,8.387594704456812e-07,18332.141449322906,28868.561001083704,0.0024311885802784142,412.4646222076861,False,1.0506933675257732e-11,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,base,1,True,8.387594697172877e-05,1833214.1649755875,2886856.190878163,0.011955504713876663,83.87594597163347,False,4.99721540179751e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,base,2,True,8.387594697172877e-05,1833214.1649755875,2886856.190878163,0.011955504713876663,83.87594597163347,False,6.033403979244599e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,base,4,True,8.387594697172877e-05,1833214.1649755875,2886856.190878163,0.011955504713876663,83.87594597163347,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,base,8,True,8.387594697172877e-05,1833214.1649755875,2886856.190878163,0.0030461275506106725,329.1980558212987,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_aligned_fault__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,base,16,True,8.387594697172877e-05,1833214.1649755875,2886856.190878163,0.0024311916577101854,412.4640952368167,False,1.0506933675257732e-11,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,1,True,1.4509830554985492e-16,3.1713056660529265e-06,4.994017273303688e-06,0.011955504713876665,83.87594697159047,True,4.99721540179751e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,2,True,6.226103128796647e-13,0.03370483207269427,0.05312968517125682,0.011955504713876665,83.87594697159047,True,6.033403979244599e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,4,True,6.226103128796647e-13,0.03370483207269427,0.05312968517125682,0.011955504713876665,83.87594697159047,True,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,8,True,1.5022287684250471e-12,0.05696900689825488,0.09172828799639653,0.0030461247943392136,329.19835761924145,True,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,16,True,1.1503020571922712e-11,0.06544819656197648,0.10494208261349854,0.0024311885491944784,412.46462753041845,True,1.0506933675257732e-11,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,1,True,8.705898332991296e-16,1.9027833996340856e-05,2.9964103639834033e-05,0.011955504713876663,83.87594697148778,True,4.99721540179751e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,2,True,6.222670218709244e-11,3.368624811376431,5.3100390858776,0.011955504713876663,83.87594697148778,True,6.033403979244599e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,4,True,6.222670218709244e-11,3.368624811376431,5.3100390858776,0.011955504713876663,83.87594697148778,True,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
trial-00__vjp_first_probe_blind_fault__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,vjp_first_probe_blind_fault,first_probe_is_constructed_blind_and_more_probes_are_required,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,base,8,True,1.5024517412553354e-10,5.696241062052746,9.171766704147016,0.0030461247947371766,329.19835757583,False,8.352052983112361e-12,0.0,False,False,0.0,0.0,False
