case_id,case_index,family,active_views,relative_noise,method,role,field_relative_l2,gradient_relative_l2,front_top10_f1,weighted_residual_relative_l2,heldout_clean_relative_l2,huber_penalty,huber_penalty_ratio_vs_h1,coefficient_relative_shift,field_relative_shift,shared_cache_forward_calls,shared_cache_adjoint_calls,reduced_forward_calls,reduced_adjoint_calls,evaluator_forward_calls,local_update_accepted,local_wall_seconds,balance_ratio,effective_huber_weight,local_accepted_steps,local_maximum_data_residual_ratio,local_maximum_field_relative_shift,local_huber_penalty_nonincreasing,local_fallback_to_h1,local_converged,local_truth_accessed,local_meta_json,field_gain_vs_h1_percent,gradient_gain_vs_h1_percent
dev-4v-plume,0,plume,4,0.04,truth_joint_oracle,offline_truth_oracle,0.9300413727760315,0.9712296724319458,0.4412572383880615,0.6601425126993092,0.9184622764587402,41193.484375,0.4271500624591909,1.566536904739539,0.6022868217896702,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 1.0, ""truth_accessed"": true}",-3.142768093606155,16.160243465944436
dev-4v-plume,0,plume,4,0.04,truth_joint_oracle_safe,offline_truth_oracle,0.9017317295074463,1.15687894821167,0.452242910861969,0.06213238841833289,0.8763911724090576,96112.8671875,0.9966289049145906,0.007893477369085437,0.0030348198211869923,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 0.005038804228542951, ""truth_accessed"": true}",-0.003192741437850776,0.1343841621179907
dev-5v-thin,1,thin_front,5,0.05,h1_cached,baseline,0.8841071128845215,1.1586169004440308,0.3765639364719391,0.05721102172495249,0.5477281212806702,142213.859375,1.0,0.0,0.0,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-5v-thin,1,thin_front,5,0.05,same_objective_reopt,equivalence_control,0.8841071128845215,1.1586170196533203,0.3765639364719391,0.05721101642090541,0.5477281212806702,142213.875,1.0000001098697417,1.213690248223371e-07,8.795707277879699e-08,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,-1.0288930664233814e-05
dev-5v-thin,1,thin_front,5,0.05,data_exact,simple_deployable_control,0.8850266337394714,1.1810555458068848,0.3759536147117615,0.0500227808821776,0.5459831357002258,148955.140625,1.0474024211116026,0.13318878357876393,0.04662478289306226,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},-0.10400559406765629,-1.9366751299980667
dev-5v-thin,1,thin_front,5,0.05,data_beta_025,simple_deployable_control,0.8843042254447937,1.1640762090682983,0.3759536147117615,0.05418363608126819,0.5471715927124023,143869.203125,1.0116398201783912,0.03329720187411373,0.011656188742783997,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.25}",-0.02229509947376284,-0.4711918686992518
dev-5v-thin,1,thin_front,5,0.05,data_beta_050,simple_deployable_control,0.8845232129096985,1.169636607170105,0.3768690526485443,0.05191323873176416,0.5466951727867126,145545.046875,1.0234237894579323,0.06659439178938197,0.023312386211169954,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.5}",-0.047064435871284664,-0.9511087506017738
dev-5v-thin,1,thin_front,5,0.05,data_beta_075,simple_deployable_control,0.8847639560699463,1.1752969026565552,0.3771742582321167,0.05050202805543875,0.5462989211082458,147240.5625,1.0353460847423122,0.09989157871493881,0.03496859327771807,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.75}",-0.07429452561259949,-1.4396477564009238
dev-5v-thin,1,thin_front,5,0.05,huber_ratio_025,fixed_huber_candidate,0.8841071128845215,1.1586169004440308,0.3765639364719391,0.05721102172495249,0.5477281212806702,142213.859375,1.0,0.0,9.89603036963917e-08,20,20,0,0,1,False,0.12139812507666647,0.25,0.0003720258282783001,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 0.25, ""converged"": false, ""effective_huber_weight"": 0.0003720258282783001, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",0.0,0.0
dev-5v-thin,1,thin_front,5,0.05,huber_ratio_050,fixed_huber_candidate,0.8841071128845215,1.1586169004440308,0.3765639364719391,0.05721102172495249,0.5477281212806702,142213.859375,1.0,0.0,9.89603036963917e-08,20,20,0,0,1,False,0.12119387497659773,0.5,0.0007440516565566002,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 0.5, ""converged"": false, ""effective_huber_weight"": 0.0007440516565566002, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",0.0,0.0
dev-5v-thin,1,thin_front,5,0.05,huber_ratio_100,fixed_huber_candidate,0.8841071128845215,1.1586169004440308,0.3765639364719391,0.05721102172495249,0.5477281212806702,142213.859375,1.0,0.0,9.89603036963917e-08,20,20,0,0,1,False,0.11875279201194644,1.0,0.0014881033131132005,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 1.0, ""converged"": false, ""effective_huber_weight"": 0.0014881033131132005, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",0.0,0.0
dev-5v-thin,1,thin_front,5,0.05,huber_ratio_200,fixed_huber_candidate,0.8841071128845215,1.1586169004440308,0.3765639364719391,0.05721102172495249,0.5477281212806702,142213.859375,1.0,0.0,9.89603036963917e-08,20,20,0,0,1,False,0.11995983403176069,2.0,0.002976206626226401,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 2.0, ""converged"": false, ""effective_huber_weight"": 0.002976206626226401, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",0.0,0.0
dev-5v-thin,1,thin_front,5,0.05,truth_joint_oracle,offline_truth_oracle,0.9026298522949219,0.9638342261314392,0.3771742582321167,0.6076353667069633,0.6960543990135193,72726.453125,0.5113879437954744,1.904595200733527,0.5544847807073339,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 1.0, ""truth_accessed"": true}",-2.0950786551153735,16.811654847943494
dev-5v-thin,1,thin_front,5,0.05,truth_joint_oracle_safe,offline_truth_oracle,0.8840738534927368,1.156851887702942,0.3765639364719391,0.05835524788782238,0.5478366613388062,141723.4375,0.9965515184163112,0.010754676458696922,0.003131016477063757,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 0.005646700402609534, ""truth_accessed"": true}",0.003761918810510936,0.15233790741464587
dev-6v-annular,2,annular_kernel,6,0.03,h1_cached,baseline,0.9441840052604675,0.9836351871490479,0.3646628260612488,0.048402675476113155,0.7812919020652771,94708.5390625,1.0,0.0,0.0,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-6v-annular,2,annular_kernel,6,0.03,same_objective_reopt,equivalence_control,0.9441840052604675,0.9836351871490479,0.3646628260612488,0.04840269855456864,0.7812919020652771,94708.5234375,0.999999835020156,1.283413018882884e-07,1.3404774123263405e-07,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-6v-annular,2,annular_kernel,6,0.03,data_exact,simple_deployable_control,0.943253219127655,0.9860753417015076,0.364967942237854,0.043358212639165394,0.7801036238670349,99536.046875,1.0509722550921647,0.11382157639816742,0.0535100001700822,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.09858101044146882,-0.24807515879258252
dev-6v-annular,2,annular_kernel,6,0.03,data_beta_025,simple_deployable_control,0.9439306259155273,0.984207272529602,0.3646628260612488,0.04626345843210143,0.780940055847168,95895.8359375,1.0125363234060287,0.028455390997736228,0.013377492728205839,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.25}",0.026835801446380887,-0.058160320821007035
dev-6v-annular,2,annular_kernel,6,0.03,data_beta_050,simple_deployable_control,0.9436911344528198,0.9848045706748962,0.3646628260612488,0.04467276723328275,0.7806245684623718,97096.4296875,1.0252130446593013,0.056910800606306225,0.0267550000850411,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.5}",0.052200715633997544,-0.11888386478301075
dev-6v-annular,2,annular_kernel,6,0.03,data_beta_075,simple_deployable_control,0.9434652328491211,0.9854273200035095,0.3643576502799988,0.0436905597070107,0.7803458571434021,98309.984375,1.038026616693172,0.08536618229862557,0.0401325013466141,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.75}",0.0761263066671153,-0.18219487040271085
dev-6v-annular,2,annular_kernel,6,0.03,huber_ratio_025,fixed_huber_candidate,0.9441840052604675,0.9836351871490479,0.3646628260612488,0.048402681245727025,0.7812919020652771,94708.5390625,1.0,0.0,9.987190820327163e-08,20,20,0,0,1,False,0.12224837497342378,0.25,0.00033792975594946725,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 0.25, ""converged"": false, ""effective_huber_weight"": 0.00033792975594946725, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",0.0,0.0
dev-6v-annular,2,annular_kernel,6,0.03,huber_ratio_050,fixed_huber_candidate,0.9441840052604675,0.9836351871490479,0.3646628260612488,0.048402681245727025,0.7812919020652771,94708.5390625,1.0,0.0,9.978559833730021e-08,20,20,0,0,1,True,0.2445947090163827,0.5,0.0006758595118989345,1,1.0,1.368542990926757e-10,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 0.5, ""converged"": false, ""effective_huber_weight"": 0.0006758595118989345, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 1.368542990926757e-10}",0.0,0.0
dev-6v-annular,2,annular_kernel,6,0.03,huber_ratio_100,fixed_huber_candidate,0.9441840052604675,0.9836351871490479,0.3646628260612488,0.048402681245727025,0.7812919020652771,94708.5390625,1.0,0.0,9.978614707459464e-08,20,20,0,0,1,True,0.22038062498904765,1.0,0.001351719023797869,1,1.0,1.2720380246537972e-10,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 1.0, ""converged"": false, ""effective_huber_weight"": 0.001351719023797869, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 1.2720380246537972e-10}",0.0,0.0
dev-6v-annular,2,annular_kernel,6,0.03,huber_ratio_200,fixed_huber_candidate,0.9441840052604675,0.9836351871490479,0.3646628260612488,0.048402681245727025,0.7812919020652771,94708.5390625,1.0,0.0,9.978619357775518e-08,20,20,0,0,1,True,0.2259171250043437,2.0,0.002703438047595738,1,1.0,1.0948539994748132e-10,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 2.0, ""converged"": false, ""effective_huber_weight"": 0.002703438047595738, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 1.0948539994748132e-10}",0.0,0.0
dev-6v-annular,2,annular_kernel,6,0.03,truth_joint_oracle,offline_truth_oracle,0.9364598989486694,0.9643394351005554,0.37046077847480774,0.39651597481457385,0.7980907559394836,78891.4921875,0.832992388737387,3.239339590345275,0.40883297709694966,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 1.0, ""truth_accessed"": true}",0.8180721415278882,1.9616776931718887
dev-6v-annular,2,annular_kernel,6,0.03,truth_joint_oracle_safe,offline_truth_oracle,0.9440565705299377,0.9833148121833801,0.3646628260612488,0.04937073013955819,0.7813044190406799,94415.0,0.9969006061606939,0.02927966172352996,0.003695345392473254,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 0.00903877355863727, ""truth_accessed"": true}",0.013496810983853762,0.03257050681526493
dev-7v-shock,3,oblique_shock,7,0.04,h1_cached,baseline,0.8482394814491272,1.1919032335281372,0.4012816548347473,0.06480977543722383,0.5851007699966431,153567.125,1.0,0.0,0.0,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-7v-shock,3,oblique_shock,7,0.04,same_objective_reopt,equivalence_control,0.8482394814491272,1.1919032335281372,0.4012816548347473,0.06480977130846659,0.5851007699966431,153567.125,1.0,1.2983243802842867e-07,1.1520423547124173e-07,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-7v-shock,3,oblique_shock,7,0.04,data_exact,simple_deployable_control,0.8446279764175415,1.2219996452331543,0.4018919765949249,0.059282125050874546,0.5807660818099976,163126.921875,1.0622515846083593,0.10602904881786564,0.06316178239179683,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.4257647881958784,-2.525071738913661
dev-7v-shock,3,oblique_shock,7,0.04,data_beta_025,simple_deployable_control,0.8472555875778198,1.1991498470306396,0.40219712257385254,0.06245164812392243,0.5838384032249451,155917.484375,1.0153050945962556,0.026507260423096226,0.015790448646008273,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.25}",0.11599246354655583,-0.6079867306888526
dev-7v-shock,3,oblique_shock,7,0.04,data_beta_050,simple_deployable_control,0.846325695514679,1.2065836191177368,0.40219712257385254,0.060711232439321965,0.5826947689056396,158295.546875,1.0307905866896967,0.05301451372071171,0.03158088814783935,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.5}",0.2256185872389177,-1.2316759596451796
dev-7v-shock,3,oblique_shock,7,0.04,data_beta_075,simple_deployable_control,0.845449686050415,1.2142013311386108,0.40219712257385254,0.05964261097455384,0.5816704034805298,160699.265625,1.0464431474184335,0.07952179730162034,0.047371330697729495,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.75}",0.32889242480744807,-1.8707976439051452
dev-7v-shock,3,oblique_shock,7,0.04,huber_ratio_025,fixed_huber_candidate,0.8482394814491272,1.1919032335281372,0.4012816548347473,0.06480977543722383,0.5851008296012878,153567.125,1.0,0.0,9.880515121580493e-08,20,20,0,0,1,True,0.21736091608181596,0.25,0.0007296494928610271,1,1.0,1.1981413022088513e-10,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 0.25, ""converged"": false, ""effective_huber_weight"": 0.0007296494928610271, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 1.1981413022088513e-10}",0.0,0.0
dev-7v-shock,3,oblique_shock,7,0.04,huber_ratio_050,fixed_huber_candidate,0.8482394814491272,1.1919032335281372,0.4012816548347473,0.06480977543722383,0.5851008296012878,153567.125,1.0,0.0,9.876765277799117e-08,20,20,0,0,1,True,0.22778149996884167,0.5,0.0014592989857220543,1,1.0,1.1212380997306684e-10,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 0.5, ""converged"": false, ""effective_huber_weight"": 0.0014592989857220543, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 1.1212380997306684e-10}",0.0,0.0
dev-7v-shock,3,oblique_shock,7,0.04,huber_ratio_100,fixed_huber_candidate,0.8482394814491272,1.1919032335281372,0.4012816548347473,0.06480977543722383,0.5851008296012878,153567.125,1.0,0.0,9.876759464087827e-08,20,20,0,0,1,True,0.21691791608463973,1.0,0.0029185979714441085,1,1.0,9.797315526812467e-11,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 1.0, ""converged"": false, ""effective_huber_weight"": 0.0029185979714441085, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 9.797315526812467e-11}",0.0,0.0
dev-7v-shock,3,oblique_shock,7,0.04,huber_ratio_200,fixed_huber_candidate,0.8482394814491272,1.1919032335281372,0.4012816548347473,0.06480977543722383,0.5851008296012878,153567.125,1.0,0.0,9.877260606000935e-08,20,20,0,0,1,True,0.21684204193297774,2.0,0.005837195942888217,1,1.0,7.37899579442806e-11,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 2.0, ""converged"": false, ""effective_huber_weight"": 0.005837195942888217, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 7.37899579442806e-11}",0.0,0.0
dev-7v-shock,3,oblique_shock,7,0.04,truth_joint_oracle,offline_truth_oracle,0.8819819688796997,0.9684057831764221,0.40707963705062866,0.5758159068399107,0.7242295742034912,78437.1640625,0.5107679398341279,1.7569985331770364,0.5442478687483333,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 1.0, ""truth_accessed"": true}",-3.9779435134199423,18.751308333155805
dev-7v-shock,3,oblique_shock,7,0.04,truth_joint_oracle_safe,offline_truth_oracle,0.8482590317726135,1.1886811256408691,0.4015868604183197,0.06610596574373419,0.585378110408783,152740.5625,0.9946175817252553,0.016231095173279152,0.005027745612965166,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 0.009237961945594543, ""truth_accessed"": true}",-0.0023048117794432854,0.27033300998188814
dev-8v-vortex,4,vortex_pair,8,0.06,h1_cached,baseline,0.8535502552986145,1.1324316263198853,0.47451937198638916,0.05561141246057305,0.6597892642021179,149212.4375,1.0,0.0,0.0,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-8v-vortex,4,vortex_pair,8,0.06,same_objective_reopt,equivalence_control,0.8535502552986145,1.1324316263198853,0.47451937198638916,0.05561140882728854,0.6597892642021179,149212.421875,0.9999998952835282,1.241445989619484e-07,1.0570402545023646e-07,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.0,0.0
dev-8v-vortex,4,vortex_pair,8,0.06,data_exact,simple_deployable_control,0.8521135449409485,1.147961974143982,0.47482454776763916,0.05231612877197425,0.6546303629875183,155340.40625,1.0410687530655747,0.0965635560114978,0.041587231456736554,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,{},0.16832170674747002,-1.3714159392180136
dev-8v-vortex,4,vortex_pair,8,0.06,data_beta_025,simple_deployable_control,0.8531554937362671,1.136186122894287,0.47451937198638916,0.054194387900848656,0.6584562063217163,150717.609375,1.0100874424425912,0.02414089077132322,0.010396807864184138,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.25}",0.046249363748278045,-0.33154289293412037
dev-8v-vortex,4,vortex_pair,8,0.06,data_beta_050,simple_deployable_control,0.8527844548225403,1.140026569366455,0.47482454776763916,0.053159098011831836,0.6571519374847412,152241.09375,1.0202976125901033,0.0482817780057489,0.020793621799694607,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.5}",0.08971943612228239,-0.6706756390451102
dev-8v-vortex,4,vortex_pair,8,0.06,data_beta_075,simple_deployable_control,0.8524371385574341,1.1439521312713623,0.47451937198638916,0.052528134556628255,0.6558765769004822,153782.171875,1.0306256934848343,0.07242265286103321,0.031190416003394502,20,20,0,0,1,True,0.0,,,0,,,,False,False,False,"{""beta"": 0.75}",0.13041021712201306,-1.0173245504380481
dev-8v-vortex,4,vortex_pair,8,0.06,huber_ratio_025,fixed_huber_candidate,0.853550136089325,1.1324316263198853,0.47451937198638916,0.05561141246057305,0.6597892642021179,149212.4375,1.0,0.0,1.0075432793025277e-07,20,20,0,0,1,False,0.1239418339682743,0.25,0.0007139934651975085,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 0.25, ""converged"": false, ""effective_huber_weight"": 0.0007139934651975085, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",1.3966288312933125e-05,0.0
dev-8v-vortex,4,vortex_pair,8,0.06,huber_ratio_050,fixed_huber_candidate,0.853550136089325,1.1324316263198853,0.47451937198638916,0.05561141246057305,0.6597892642021179,149212.4375,1.0,0.0,1.0075432793025277e-07,20,20,0,0,1,False,0.12460104201454669,0.5,0.001427986930395017,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 0.5, ""converged"": false, ""effective_huber_weight"": 0.001427986930395017, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",1.3966288312933125e-05,0.0
dev-8v-vortex,4,vortex_pair,8,0.06,huber_ratio_100,fixed_huber_candidate,0.853550136089325,1.1324316263198853,0.47451937198638916,0.05561141246057305,0.6597892642021179,149212.4375,1.0,0.0,1.0075432793025277e-07,20,20,0,0,1,False,0.12034887494519353,1.0,0.002855973860790034,0,1.0,0.0,True,True,False,False,"{""accepted_steps"": 0, ""balance_ratio"": 1.0, ""converged"": false, ""effective_huber_weight"": 0.002855973860790034, ""fallback_to_h1"": true, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 0.0}",1.3966288312933125e-05,0.0
dev-8v-vortex,4,vortex_pair,8,0.06,huber_ratio_200,fixed_huber_candidate,0.853550136089325,1.1324316263198853,0.47451937198638916,0.05561141246057305,0.6597892642021179,149212.4375,1.0,0.0,1.0062794232621679e-07,20,20,0,0,1,True,0.21898987493477762,2.0,0.005711947721580068,1,1.0,1.0932891269836285e-10,True,False,False,False,"{""accepted_steps"": 1, ""balance_ratio"": 2.0, ""converged"": false, ""effective_huber_weight"": 0.005711947721580068, ""fallback_to_h1"": false, ""huber_penalty_nonincreasing"": true, ""maximum_data_residual_ratio"": 1.0, ""maximum_field_relative_shift"": 1.0932891269836285e-10}",1.3966288312933125e-05,0.0
dev-8v-vortex,4,vortex_pair,8,0.06,truth_joint_oracle,offline_truth_oracle,0.8756285309791565,0.9505169987678528,0.4842844009399414,0.5743115390907115,0.7767868638038635,81619.4921875,0.5470019359981302,2.05087111239785,0.5364411691878538,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 1.0, ""truth_accessed"": true}",-2.5866403932850925,16.064071624633865
dev-8v-vortex,4,vortex_pair,8,0.06,truth_joint_oracle_safe,offline_truth_oracle,0.853473961353302,1.129953384399414,0.4754348397254944,0.05672363714916569,0.6601088643074036,148487.359375,0.9951406321272649,0.017175047114304717,0.004492425552910832,20,20,0,0,1,True,0.0,,,0,,,,False,False,True,"{""residual_safe_fraction"": 0.008374519831654307, ""truth_accessed"": true}",0.0089384245202772,0.21884252107342209
